Elapsed time,HeightMSL,     P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,   Pc,      Lat,        Lon, VirT,PotTemp,          KeyFlags
           s,        m,   hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,  hPa,        °,          °,   °C,     °C,                  
        2542,    10169,268.29,-47.3,32.08,-57.1,338.8, 23.2,       10170,    3.8,99999,39.842301,-112.828568,-47.3,   56.4,                  
        2543,    10172,268.13,-47.3,31.91,-57.2,338.8, 23.2,       10174,    3.6,99999,39.842102,-112.828461,-47.3,   56.4,                  
        2544,    10176,267.98,-47.3,31.75,-57.2,338.8, 23.3,       10178,    4.0,99999,39.841904,-112.828357,-47.3,   56.4,                  
        2545,    10180,267.82,-47.3,31.61,-57.3,338.8, 23.3,       10181,    3.6,99999,39.841707,-112.828256,-47.3,   56.5,                  
        2546,    10184,267.66,-47.4,31.48,-57.3,338.8, 23.4,       10185,    4.1,99999,39.841512,-112.828160,-47.3,   56.5,                  
        2547,    10187,267.50,-47.4,31.33,-57.4,338.8, 23.4,       10189,    3.4,99999,39.841320,-112.828069,-47.4,   56.5,                  
        2548,    10191,267.34,-47.4,31.15,-57.5,338.8, 23.5,       10193,    4.0,99999,39.841130,-112.827982,-47.4,   56.5,                  
        2549,    10196,267.18,-47.4,30.98,-57.5,338.8, 23.5,       10197,    4.7,99999,39.840941,-112.827895,-47.4,   56.6,                  
        2550,    10201,267.02,-47.4,30.84,-57.6,338.7, 23.6,       10201,    4.5,99999,39.840753,-112.827808,-47.4,   56.6,                  
        2551,    10204,266.85,-47.5,30.69,-57.6,338.7, 23.6,       10205,    3.7,99999,39.840563,-112.827718,-47.5,   56.6,                  
        2552,    10208,266.69,-47.5,30.45,-57.7,338.7, 23.7,       10209,    3.3,99999,39.840372,-112.827623,-47.5,   56.6,                  
        2553,    10212,266.53,-47.5,30.08,-57.8,338.7, 23.7,       10213,    4.6,99999,39.840178,-112.827525,-47.5,   56.7,                  
        2554,    10216,266.36,-47.5,29.70,-58.0,338.7, 23.8,       10217,    3.9,99999,39.839980,-112.827422,-47.5,   56.7,                  
        2555,    10220,266.20,-47.6,29.49,-58.1,338.7, 23.8,       10222,    4.4,99999,39.839778,-112.827316,-47.6,   56.7,                  
        2556,    10224,266.04,-47.6,29.50,-58.1,338.6, 23.9,       10226,    3.7,99999,39.839573,-112.827207,-47.6,   56.7,                  
        2557,    10228,265.87,-47.6,29.67,-58.1,338.6, 24.0,       10230,    4.1,99999,39.839364,-112.827097,-47.6,   56.7,                  
        2558,    10232,265.70,-47.7,29.89,-58.0,338.5, 24.0,       10234,    3.9,99999,39.839156,-112.826988,-47.6,   56.7,                  
        2559,    10237,265.53,-47.7,30.14,-58.0,338.5, 24.1,       10238,    4.5,99999,39.838946,-112.826879,-47.7,   56.7,                  
        2560,    10241,265.36,-47.7,30.46,-57.9,338.4, 24.1,       10242,    4.2,99999,39.838737,-112.826773,-47.7,   56.8,                  
        2561,    10245,265.19,-47.8,30.79,-57.9,338.4, 24.2,       10247,    4.5,99999,39.838529,-112.826670,-47.8,   56.8,                  
        2562,    10250,265.02,-47.8,31.00,-57.9,338.3, 24.2,       10251,    4.4,99999,39.838323,-112.826571,-47.8,   56.8,                  
        2563,    10254,264.85,-47.8,31.01,-57.9,338.2, 24.3,       10255,    4.7,99999,39.838119,-112.826475,-47.8,   56.8,                  
        2564,    10258,264.69,-47.9,30.90,-58.0,338.1, 24.3,       10259,    3.6,99999,39.837918,-112.826379,-47.9,   56.8,                  
        2565,    10262,264.52,-47.9,30.81,-58.0,338.0, 24.4,       10263,    3.9,99999,39.837716,-112.826282,-47.9,   56.8,                  
        2566,    10266,264.35,-48.0,30.77,-58.1,337.9, 24.4,       10267,    3.7,99999,39.837514,-112.826183,-47.9,   56.8,                  
        2567,    10270,264.18,-48.0,30.74,-58.1,337.8, 24.4,       10272,    4.8,99999,39.837310,-112.826081,-48.0,   56.8,                  
        2568,    10275,264.01,-48.0,30.65,-58.2,337.7, 24.5,       10277,    4.3,99999,39.837104,-112.825975,-48.0,   56.8,                  
        2569,    10279,263.84,-48.1,30.48,-58.2,337.6, 24.5,       10281,    4.5,99999,39.836899,-112.825865,-48.0,   56.8,                  
        2570,    10283,263.66,-48.1,30.26,-58.3,337.5, 24.5,       10285,    3.9,99999,39.836694,-112.825752,-48.1,   56.9,                  
        2571,    10288,263.49,-48.1,30.03,-58.4,337.4, 24.5,       10289,    4.8,99999,39.836487,-112.825637,-48.1,   56.9,                  
        2572,    10292,263.31,-48.1,29.85,-58.4,337.3, 24.6,       10294,    4.3,99999,39.836279,-112.825520,-48.1,   57.0,                  
        2573,    10297,263.14,-48.0,29.77,-58.4,337.1, 24.6,       10299,    4.7,99999,39.836071,-112.825403,-48.0,   57.1,                  
        2574,    10301,262.96,-48.0,29.80,-58.4,337.0, 24.6,       10303,    3.9,99999,39.835863,-112.825284,-48.0,   57.1,                  
        2575,    10306,262.79,-48.1,29.91,-58.4,336.9, 24.6,       10307,    5.1,99999,39.835657,-112.825167,-48.1,   57.2,                  
        2576,    10310,262.62,-48.1,30.03,-58.4,336.8, 24.6,       10311,    3.9,99999,39.835453,-112.825050,-48.1,   57.2,                  
        2577,    10314,262.44,-48.1,30.06,-58.4,336.7, 24.6,       10315,    4.2,99999,39.835251,-112.824936,-48.1,   57.2,                  
        2578,    10318,262.27,-48.2,29.95,-58.5,336.5, 24.6,       10320,    3.6,99999,39.835050,-112.824822,-48.2,   57.2,                  
        2579,    10323,262.09,-48.2,29.75,-58.5,336.4, 24.7,       10324,    5.4,99999,39.834850,-112.824708,-48.2,   57.3,                  
        2580,    10327,261.92,-48.2,29.57,-58.6,336.3, 24.7,       10329,    4.1,99999,39.834649,-112.824594,-48.2,   57.3,                  
        2581,    10332,261.74,-48.2,29.48,-58.6,336.2, 24.7,       10333,    4.5,99999,39.834448,-112.824481,-48.2,   57.3,                  
        2582,    10336,261.56,-48.3,29.53,-58.7,336.1, 24.7,       10337,    4.2,99999,39.834246,-112.824367,-48.2,   57.4, U                
        2583,    10341,261.39,-48.3,29.67,-58.6,336.0, 24.7,       10342,    5.1,99999,39.834044,-112.824250,-48.3,   57.4,                  
        2584,    10345,261.21,-48.3,29.86,-58.6,335.9, 24.7,       10346,    4.0,99999,39.833841,-112.824132,-48.3,   57.4,                  
        2585,    10349,261.03,-48.3,30.11,-58.6,335.8, 24.7,       10350,    4.6,99999,39.833637,-112.824011,-48.3,   57.4,                  
        2586,    10354,260.86,-48.3,30.47,-58.5,335.7, 24.7,       10355,    4.4,99999,39.833433,-112.823889,-48.3,   57.5,                  
        2587,    10359,260.68,-48.4,30.86,-58.4,335.6, 24.7,       10360,    5.1,99999,39.833230,-112.823766,-48.4,   57.5,                  
        2588,    10363,260.51,-48.4,31.23,-58.3,335.5, 24.7,       10365,    3.8,99999,39.833028,-112.823644,-48.4,   57.5,                  
        2589,    10367,260.33,-48.4,31.55,-58.3,335.4, 24.8,       10369,    4.3,99999,39.832828,-112.823522,-48.4,   57.5,                  
        2590,    10371,260.16,-48.5,31.84,-58.2,335.3, 24.8,       10373,    4.1,99999,39.832628,-112.823402,-48.5,   57.6,                  
        2591,    10376,259.98,-48.5,32.16,-58.2,335.2, 24.8,       10377,    5.3,99999,39.832429,-112.823282,-48.5,   57.6,                  
        2592,    10380,259.81,-48.5,32.47,-58.1,335.2, 24.8,       10382,    3.5,99999,39.832231,-112.823164,-48.5,   57.6,                  
        2593,    10385,259.64,-48.6,32.68,-58.1,335.1, 24.8,       10386,    4.8,99999,39.832033,-112.823046,-48.5,   57.6,                  
        2594,    10389,259.46,-48.6,32.76,-58.1,335.0, 24.8,       10391,    4.6,99999,39.831833,-112.822928,-48.6,   57.6,                  
        2595,    10394,259.29,-48.6,32.79,-58.1,334.9, 24.9,       10395,    4.2,99999,39.831630,-112.822810,-48.6,   57.6,                  
        2596,    10398,259.12,-48.6,32.84,-58.2,334.9, 24.9,       10400,    4.0,99999,39.831424,-112.822689,-48.6,   57.7,                  
        2597,    10402,258.94,-48.7,32.95,-58.2,334.8, 24.9,       10404,    4.9,99999,39.831217,-112.822566,-48.7,   57.7,                  
        2598,    10407,258.77,-48.7,33.08,-58.2,334.8, 24.9,       10408,    4.1,99999,39.831011,-112.822440,-48.7,   57.7,                  
        2599,    10411,258.59,-48.8,33.21,-58.2,334.7, 24.9,       10413,    4.7,99999,39.830805,-112.822313,-48.7,   57.7,                  
        2600,    10416,258.41,-48.8,33.35,-58.2,334.6, 25.0,       10417,    4.6,99999,39.830602,-112.822185,-48.8,   57.7,                  
        2601,    10420,258.24,-48.8,33.49,-58.2,334.6, 25.0,       10422,    4.4,99999,39.830401,-112.822056,-48.8,   57.7,                  
        2602,    10425,258.06,-48.9,33.61,-58.2,334.5, 25.0,       10427,    4.6,99999,39.830201,-112.821927,-48.9,   57.7,                  
        2603,    10429,257.88,-48.9,33.74,-58.2,334.5, 25.0,       10431,    4.2,99999,39.830002,-112.821798,-48.9,   57.7,                  
        2604,    10434,257.70,-48.9,33.88,-58.2,334.4, 25.0,       10435,    4.9,99999,39.829802,-112.821669,-48.9,   57.7,                  
        2605,    10439,257.52,-49.0,33.97,-58.2,334.4, 25.0,       10440,    4.9,99999,39.829600,-112.821540,-49.0,   57.7,                  
        2606,    10444,257.34,-49.0,33.93,-58.2,334.4, 25.0,       10444,    5.1,99999,39.829395,-112.821411,-49.0,   57.8,   fv             
        2607,    10448,257.16,-49.1,33.81,-58.3,334.3, 25.0,       10449,    4.1,99999,39.829189,-112.821283,-49.1,   57.8,                  
        2608,    10452,256.98,-49.1,33.67,-58.4,334.3, 25.0,       10453,    3.8,99999,39.828982,-112.821155,-49.1,   57.8,                  
        2609,    10457,256.79,-49.1,33.61,-58.4,334.2, 25.0,       10458,    5.4,99999,39.828775,-112.821027,-49.1,   57.8,                  
        2610,    10461,256.61,-49.2,33.64,-58.4,334.2, 25.0,       10462,    4.1,99999,39.828568,-112.820899,-49.2,   57.8,                  
        2611,    10466,256.43,-49.2,33.71,-58.5,334.2, 25.0,       10467,    5.2,99999,39.828360,-112.820770,-49.2,   57.8,                  
        2612,    10471,256.24,-49.3,33.78,-58.5,334.1, 24.9,       10472,    4.2,99999,39.828152,-112.820644,-49.2,   57.8,                  
        2613,    10475,256.06,-49.3,33.87,-58.5,334.1, 24.9,       10477,    4.8,99999,39.827944,-112.820519,-49.3,   57.8,                  
        2614,    10481,255.87,-49.3,34.09,-58.5,334.0, 24.9,       10482,    5.5,99999,39.827738,-112.820396,-49.3,   57.9,                  
        2615,    10486,255.69,-49.4,34.50,-58.4,334.0, 24.9,       10487,    4.7,99999,39.827535,-112.820273,-49.3,   57.9,                  
        2616,    10490,255.50,-49.4,35.08,-58.3,334.0, 24.9,       10491,    4.5,99999,39.827334,-112.820149,-49.4,   57.9,                  
        2617,    10496,255.32,-49.4,35.70,-58.2,333.9, 24.8,       10496,    5.8,99999,39.827135,-112.820023,-49.4,   57.9,                  
        2618,    10499,255.14,-49.5,36.24,-58.1,333.9, 24.8,       10500,    3.0,99999,39.826938,-112.819894,-49.5,   57.9,                  
        2619,    10504,254.96,-49.5,36.69,-58.0,333.9, 24.8,       10505,    4.9,99999,39.826742,-112.819764,-49.5,   57.9,                  
        2620,    10508,254.78,-49.6,37.12,-58.0,333.8, 24.7,       10510,    4.5,99999,39.826546,-112.819633,-49.5,   57.9,                  
        2621,    10513,254.59,-49.6,37.53,-57.9,333.8, 24.7,       10514,    4.6,99999,39.826348,-112.819504,-49.6,   57.9,                  
        2622,    10518,254.41,-49.6,37.85,-57.9,333.8, 24.7,       10519,    4.9,99999,39.826150,-112.819377,-49.6,   57.9,                  
        2623,    10523,254.22,-49.7,38.01,-57.9,333.7, 24.6,       10524,    5.5,99999,39.825952,-112.819249,-49.7,   58.0,                  
        2624,    10528,254.03,-49.7,38.00,-57.9,333.7, 24.6,       10529,    4.9,99999,39.825754,-112.819120,-49.7,   58.0,                  
        2625,    10533,253.84,-49.8,37.88,-58.0,333.7, 24.6,       10534,    4.4,99999,39.825558,-112.818992,-49.7,   58.0,                  
        2626,    10538,253.65,-49.8,37.78,-58.1,333.6, 24.5,       10539,    4.9,99999,39.825363,-112.818864,-49.8,   58.0,                  
        2627,    10543,253.47,-49.8,37.69,-58.1,333.6, 24.5,       10544,    5.0,99999,39.825169,-112.818737,-49.8,   58.0,                  
        2628,    10548,253.28,-49.9,37.57,-58.2,333.5, 24.5,       10549,    5.1,99999,39.824975,-112.818610,-49.9,   58.0,                  
        2629,    10552,253.10,-49.9,37.39,-58.3,333.5, 24.4,       10554,    4.5,99999,39.824781,-112.818485,-49.9,   58.0,                  
        2630,    10556,252.91,-50.0,37.19,-58.4,333.4, 24.4,       10558,    4.3,99999,39.824586,-112.818361,-50.0,   58.0,                  
        2631,    10562,252.73,-50.0,37.03,-58.4,333.4, 24.4,       10563,    5.2,99999,39.824390,-112.818237,-50.0,   58.0,                  
        2632,    10566,252.54,-50.1,36.94,-58.5,333.3, 24.4,       10567,    4.5,99999,39.824192,-112.818114,-50.1,   58.0,                  
        2633,    10571,252.36,-50.1,36.90,-58.5,333.3, 24.3,       10572,    5.0,99999,39.823993,-112.817991,-50.1,   58.0,                  
        2634,    10576,252.17,-50.1,36.87,-58.6,333.2, 24.3,       10577,    4.4,99999,39.823793,-112.817867,-50.1,   58.0,                  
        2635,    10581,251.98,-50.2,36.86,-58.6,333.2, 24.3,       10582,    5.4,99999,39.823596,-112.817740,-50.2,   58.0,                  
        2636,    10586,251.80,-50.2,36.95,-58.7,333.1, 24.2,       10587,    5.2,99999,39.823400,-112.817613,-50.2,   58.0,                  
        2637,    10590,251.61,-50.3,37.18,-58.6,333.0, 24.2,       10592,    4.2,99999,39.823206,-112.817485,-50.3,   58.1,                  
        2638,    10595,251.42,-50.3,37.55,-58.6,332.9, 24.2,       10597,    4.9,99999,39.823012,-112.817357,-50.3,   58.1,                  
        2639,    10600,251.23,-50.4,38.03,-58.5,332.8, 24.2,       10601,    4.9,99999,39.822820,-112.817228,-50.3,   58.1,                  
        2640,    10605,251.05,-50.4,38.57,-58.5,332.7, 24.1,       10606,    4.9,99999,39.822630,-112.817098,-50.4,   58.1,                  
        2641,    10610,250.86,-50.4,39.19,-58.4,332.6, 24.1,       10611,    4.7,99999,39.822440,-112.816968,-50.4,   58.1,                  
        2642,    10615,250.67,-50.5,39.86,-58.3,332.5, 24.1,       10616,    4.8,99999,39.822249,-112.816837,-50.5,   58.1,                  
        2643,    10620,250.47,-50.5,40.59,-58.2,332.4, 24.0,       10620,    5.1,99999,39.822055,-112.816706,-50.5,   58.1,                  
        2644,    10625,250.28,-50.6,41.33,-58.1,332.3, 24.0,       10625,    5.5,99999,39.821858,-112.816574,-50.6,   58.1,                  
        2645,    10630,250.08,-50.6,42.02,-58.0,332.2, 23.9,       10630,    4.8,99999,39.821659,-112.816443,-50.6,   58.1,                  
        2646,    10635,249.89,-50.7,42.53,-57.9,332.1, 23.9,       10636,    4.6,99999,39.821458,-112.816315,-50.7,   58.1,                  
        2647,    10640,249.69,-50.7,42.84,-57.9,332.0, 23.8,       10641,    5.4,99999,39.821258,-112.816189,-50.7,   58.1,                  
        2648,    10646,249.49,-50.8,42.95,-57.9,331.8, 23.8,       10647,    6.3,99999,39.821062,-112.816063,-50.8,   58.1,                  
        2649,    10652,249.29,-50.8,42.89,-58.0,331.7, 23.7,       10652,    5.6,99999,39.820872,-112.815937,-50.8,   58.1,                  
        2650,    10656,249.10,-50.8,42.69,-58.0,331.6, 23.7,       10657,    4.4,99999,39.820686,-112.815810,-50.8,   58.2,                  
        2651,    10661,248.91,-50.9,42.40,-58.1,331.5, 23.6,       10662,    4.8,99999,39.820506,-112.815682,-50.9,   58.2,                  
        2652,    10665,248.72,-50.9,42.03,-58.2,331.3, 23.6,       10666,    4.2,99999,39.820329,-112.815551,-50.9,   58.2,                  
        2653,    10671,248.54,-50.9,41.63,-58.3,331.2, 23.5,       10671,    5.4,99999,39.820153,-112.815420,-50.9,   58.2,                  
        2654,    10675,248.35,-51.0,41.23,-58.5,331.1, 23.5,       10676,    4.8,99999,39.819977,-112.815286,-51.0,   58.2,                  
        2655,    10681,248.16,-51.0,40.88,-58.6,331.0, 23.4,       10681,    5.2,99999,39.819800,-112.815151,-51.0,   58.2,                  
        2656,    10685,247.98,-51.1,40.60,-58.6,330.9, 23.3,       10686,    4.7,99999,39.819620,-112.815012,-51.0,   58.3,                  
        2657,    10689,247.79,-51.1,40.38,-58.7,330.8, 23.3,       10691,    4.3,99999,39.819436,-112.814872,-51.1,   58.3,                  
        2658,    10694,247.61,-51.1,40.21,-58.7,330.7, 23.2,       10696,    5.0,99999,39.819249,-112.814732,-51.1,   58.4,                  
        2659,    10699,247.42,-51.1,40.07,-58.8,330.6, 23.1,       10701,    5.0,99999,39.819058,-112.814590,-51.1,   58.4,                  
        2660,    10706,247.23,-51.1,39.92,-58.8,330.5, 23.1,       10706,    6.4,99999,39.818867,-112.814448,-51.1,   58.5,                  
        2661,    10710,247.05,-51.1,39.79,-58.8,330.4, 23.0,       10711,    4.2,99999,39.818677,-112.814306,-51.1,   58.6,                  
        2662,    10714,246.87,-51.1,39.73,-58.9,330.3, 22.9,       10716,    4.4,99999,39.818492,-112.814164,-51.1,   58.6,                  
        2663,    10719,246.69,-51.2,39.74,-58.9,330.3, 22.9,       10720,    4.2,99999,39.818313,-112.814023,-51.2,   58.6,                  
        2664,    10724,246.51,-51.3,39.80,-59.0,330.2, 22.8,       10725,    5.4,99999,39.818139,-112.813887,-51.3,   58.5,                  
        2665,    10728,246.33,-51.2,39.80,-59.0,330.2, 22.7,       10729,    4.5,99999,39.817968,-112.813756,-51.2,   58.6,                  
        2666,    10733,246.15,-51.3,39.72,-59.0,330.1, 22.6,       10734,    4.9,99999,39.817799,-112.813629,-51.2,   58.7,                  
        2667,    10738,245.97,-51.3,39.57,-59.1,330.1, 22.6,       10739,    5.0,99999,39.817631,-112.813505,-51.3,   58.7,                  
        2668,    10742,245.79,-51.3,39.37,-59.2,330.0, 22.5,       10744,    3.8,99999,39.817463,-112.813385,-51.3,   58.7,                  
        2669,    10747,245.61,-51.3,39.11,-59.2,330.0, 22.4,       10748,    5.2,99999,39.817294,-112.813267,-51.3,   58.7,                  
        2670,    10752,245.43,-51.3,38.81,-59.3,330.0, 22.4,       10753,    4.5,99999,39.817125,-112.813148,-51.3,   58.8,                  
        2671,    10757,245.25,-51.4,38.48,-59.4,330.0, 22.3,       10758,    5.5,99999,39.816953,-112.813024,-51.3,   58.9,                  
        2672,    10762,245.06,-51.3,38.11,-59.4,330.0, 22.2,       10762,    4.5,99999,39.816781,-112.812895,-51.3,   59.0,                  
        2673,    10767,244.88,-51.3,37.73,-59.4,329.9, 22.2,       10767,    5.5,99999,39.816607,-112.812761,-51.3,   59.1,                  
        2674,    10772,244.70,-51.3,37.39,-59.5,329.9, 22.1,       10772,    4.3,99999,39.816433,-112.812625,-51.3,   59.2,                  
        2675,    10776,244.51,-51.4,37.14,-59.6,329.9, 22.0,       10777,    4.8,99999,39.816258,-112.812488,-51.3,   59.2,                  
        2676,    10782,244.33,-51.4,36.98,-59.7,329.9, 22.0,       10782,    5.1,99999,39.816083,-112.812352,-51.4,   59.2,                  
        2677,    10787,244.15,-51.4,36.92,-59.8,329.9, 21.9,       10787,    5.2,99999,39.815907,-112.812216,-51.4,   59.2,                  
        2678,    10791,243.97,-51.5,36.99,-59.8,329.9, 21.8,       10791,    4.0,99999,39.815733,-112.812084,-51.5,   59.2,                  
        2679,    10795,243.79,-51.5,37.18,-59.8,329.9, 21.8,       10796,    4.5,99999,39.815560,-112.811954,-51.5,   59.2,                  
        2680,    10800,243.61,-51.6,37.44,-59.8,329.9, 21.7,       10801,    5.2,99999,39.815389,-112.811828,-51.6,   59.2,                  
        2681,    10805,243.43,-51.6,37.70,-59.8,329.9, 21.6,       10806,    5.2,99999,39.815220,-112.811703,-51.6,   59.2,                  
        2682,    10811,243.25,-51.6,37.96,-59.7,329.8, 21.6,       10811,    5.0,99999,39.815052,-112.811580,-51.6,   59.2,                  
        2683,    10815,243.07,-51.7,38.26,-59.7,329.8, 21.5,       10816,    4.8,99999,39.814885,-112.811459,-51.7,   59.2,                  
        2684,    10820,242.90,-51.7,38.67,-59.7,329.8, 21.5,       10820,    4.5,99999,39.814721,-112.811341,-51.7,   59.2,                  
        2685,    10824,242.72,-51.8,39.09,-59.6,329.8, 21.4,       10825,    4.0,99999,39.814558,-112.811221,-51.8,   59.2,                  
        2686,    10829,242.55,-51.8,39.44,-59.6,329.8, 21.4,       10830,    4.9,99999,39.814396,-112.811098,-51.8,   59.2,                  
        2687,    10834,242.37,-51.9,39.67,-59.6,329.7, 21.3,       10834,    5.2,99999,39.814235,-112.810973,-51.9,   59.2,                  
        2688,    10838,242.19,-51.9,39.83,-59.6,329.7, 21.3,       10839,    4.5,99999,39.814073,-112.810846,-51.9,   59.2,                  
        2689,    10843,242.02,-51.9,39.98,-59.6,329.7, 21.2,       10844,    4.8,99999,39.813911,-112.810719,-51.9,   59.3,                  
        2690,    10848,241.84,-52.0,40.13,-59.6,329.6, 21.2,       10849,    4.4,99999,39.813748,-112.810593,-52.0,   59.3,                  
        2691,    10851,241.67,-52.0,40.26,-59.6,329.6, 21.1,       10853,    3.8,99999,39.813585,-112.810470,-52.0,   59.3,                  
        2692,    10857,241.50,-52.0,40.38,-59.6,329.6, 21.1,       10858,    5.8,99999,39.813423,-112.810349,-52.0,   59.3,                  
        2693,    10862,241.32,-52.1,40.48,-59.6,329.5, 21.1,       10863,    4.6,99999,39.813260,-112.810230,-52.1,   59.3,                  
        2694,    10867,241.15,-52.1,40.58,-59.7,329.5, 21.0,       10867,    5.0,99999,39.813099,-112.810111,-52.1,   59.3,                  
        2695,    10871,240.98,-52.2,40.72,-59.7,329.4, 21.0,       10872,    4.6,99999,39.812936,-112.809991,-52.2,   59.3,                  
        2696,    10876,240.81,-52.2,40.94,-59.7,329.4, 21.0,       10876,    4.1,99999,39.812773,-112.809870,-52.2,   59.3,                  
        2697,    10880,240.65,-52.3,41.21,-59.6,329.4, 21.0,       10881,    4.1,99999,39.812610,-112.809747,-52.2,   59.3,                  
        2698,    10884,240.48,-52.3,41.47,-59.6,329.3, 20.9,       10886,    4.3,99999,39.812447,-112.809620,-52.3,   59.3,                  
        2699,    10889,240.32,-52.3,41.70,-59.6,329.3, 20.9,       10890,    4.8,99999,39.812284,-112.809492,-52.3,   59.3,                  
        2700,    10893,240.15,-52.4,41.97,-59.6,329.2, 20.9,       10895,    4.6,99999,39.812122,-112.809364,-52.4,   59.3,                  
        2701,    10898,239.99,-52.4,42.30,-59.6,329.2, 20.9,       10899,    4.3,99999,39.811962,-112.809237,-52.4,   59.3,                  
        2702,    10902,239.82,-52.5,42.65,-59.6,329.2, 20.9,       10903,    4.2,99999,39.811804,-112.809112,-52.5,   59.3,                  
        2703,    10906,239.66,-52.5,42.95,-59.5,329.1, 20.9,       10908,    4.4,99999,39.811648,-112.808989,-52.5,   59.3,                  
        2704,    10911,239.50,-52.5,43.21,-59.5,329.1, 20.9,       10911,    4.4,99999,39.811492,-112.808865,-52.5,   59.4,                  
        2705,    10915,239.34,-52.6,43.47,-59.5,329.1, 20.8,       10915,    4.5,99999,39.811335,-112.808740,-52.6,   59.4,                  
        2706,    10919,239.17,-52.6,43.70,-59.5,329.0, 20.8,       10919,    3.8,99999,39.811175,-112.808614,-52.6,   59.4,                  
        2707,    10924,239.01,-52.7,43.90,-59.5,329.0, 20.8,       10924,    4.8,99999,39.811013,-112.808487,-52.7,   59.4,                  
        2708,    10928,238.84,-52.7,44.08,-59.5,329.0, 20.8,       10928,    4.0,99999,39.810850,-112.808360,-52.7,   59.4,                  
        2709,    10933,238.67,-52.7,44.28,-59.5,328.9, 20.8,       10933,    5.1,99999,39.810687,-112.808233,-52.7,   59.4,                  
        2710,    10938,238.50,-52.8,44.49,-59.5,328.9, 20.8,       10938,    4.8,99999,39.810524,-112.808104,-52.8,   59.4,                  
        2711,    10942,238.32,-52.8,44.73,-59.5,328.9, 20.8,       10943,    4.6,99999,39.810361,-112.807977,-52.8,   59.4,                  
        2712,    10947,238.15,-52.9,44.99,-59.5,328.9, 20.8,       10948,    4.4,99999,39.810199,-112.807851,-52.9,   59.4,                  
        2713,    10952,237.97,-52.9,45.27,-59.5,328.8, 20.8,       10952,    5.2,99999,39.810038,-112.807726,-52.9,   59.4,                  
        2714,    10957,237.80,-53.0,45.56,-59.5,328.8, 20.7,       10957,    5.3,99999,39.809879,-112.807603,-53.0,   59.4,                  
        2715,    10962,237.62,-53.0,45.86,-59.5,328.8, 20.7,       10962,    4.4,99999,39.809722,-112.807478,-53.0,   59.4,                  
        2716,    10966,237.44,-53.0,46.17,-59.5,328.8, 20.7,       10967,    4.6,99999,39.809568,-112.807354,-53.0,   59.4,                  
        2717,    10971,237.27,-53.1,46.49,-59.5,328.8, 20.7,       10972,    5.0,99999,39.809413,-112.807229,-53.1,   59.4,                  
        2718,    10976,237.10,-53.1,46.79,-59.4,328.7, 20.7,       10976,    5.1,99999,39.809257,-112.807105,-53.1,   59.4,                  
        2719,    10980,236.92,-53.2,47.06,-59.4,328.7, 20.7,       10981,    3.7,99999,39.809099,-112.806980,-53.2,   59.4,                  
        2720,    10985,236.75,-53.2,47.30,-59.4,328.7, 20.6,       10985,    5.0,99999,39.808938,-112.806855,-53.2,   59.4,                  
        2721,    10989,236.57,-53.3,47.52,-59.4,328.7, 20.6,       10990,    4.2,99999,39.808775,-112.806727,-53.3,   59.4,                  
        2722,    10994,236.40,-53.3,47.72,-59.5,328.6, 20.6,       10995,    5.2,99999,39.808609,-112.806597,-53.3,   59.4,                  
        2723,    11000,236.22,-53.4,47.91,-59.5,328.6, 20.5,       10999,    5.6,99999,39.808444,-112.806466,-53.3,   59.4,                  
        2724,    11005,236.04,-53.4,48.10,-59.5,328.6, 20.5,       11004,    4.6,99999,39.808279,-112.806334,-53.4,   59.4,                  
        2725,    11009,235.86,-53.5,48.29,-59.5,328.5, 20.5,       11009,    4.8,99999,39.808119,-112.806203,-53.5,   59.4,                  
        2726,    11015,235.68,-53.5,48.50,-59.5,328.5, 20.5,       11014,    5.3,99999,39.807962,-112.806074,-53.5,   59.4,                  
        2727,    11019,235.50,-53.6,48.73,-59.5,328.4, 20.4,       11019,    4.8,99999,39.807808,-112.805949,-53.5,   59.4,                  
        2728,    11024,235.32,-53.6,48.99,-59.5,328.4, 20.4,       11024,    4.7,99999,39.807656,-112.805830,-53.6,   59.4,                  
        2729,    11029,235.15,-53.6,49.27,-59.5,328.4, 20.4,       11029,    4.6,99999,39.807503,-112.805716,-53.6,   59.4,                  
        2730,    11034,234.97,-53.7,49.56,-59.5,328.3, 20.3,       11034,    5.0,99999,39.807350,-112.805605,-53.7,   59.4,                  
        2731,    11038,234.79,-53.7,49.84,-59.5,328.3, 20.3,       11039,    4.6,99999,39.807196,-112.805493,-53.7,   59.4,                  
        2732,    11043,234.61,-53.8,50.14,-59.5,328.2, 20.3,       11044,    5.2,99999,39.807043,-112.805378,-53.8,   59.4,                  
        2733,    11049,234.44,-53.8,50.46,-59.5,328.2, 20.2,       11049,    5.3,99999,39.806890,-112.805258,-53.8,   59.4,                  
        2734,    11053,234.26,-53.9,50.82,-59.5,328.1, 20.2,       11053,    4.2,99999,39.806739,-112.805132,-53.9,   59.4,                  
        2735,    11058,234.09,-53.9,51.15,-59.5,328.0, 20.1,       11058,    5.3,99999,39.806588,-112.805001,-53.9,   59.5,                  
        2736,    11063,233.91,-53.9,51.44,-59.5,328.0, 20.1,       11063,    4.6,99999,39.806436,-112.804867,-53.9,   59.5,                  
