AVAPS-T02 STA 144635127 170831 103932.54
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T02 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T02 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T02 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D02 S00 144635127 170831 104358.50   74.39 -65.91   0.10  70.55  12.40 -34.89 -115.518210  21.752552 18531.62  12   0.10   0.10  12  8.00 18560.44
AVAPS-D02 S10 144635127 170831 104358.75 9999.00  99.00 999.00  71.03  12.56 -34.77  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104359.00   74.60 -66.03   0.10  71.63  12.68 -34.62 -115.518272  21.752530 18514.26  12   0.10   0.10  12  8.00 18543.49
AVAPS-D02 S10 144635127 170831 104359.25 9999.00  99.00 999.00  70.68  12.58 -34.62  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104359.50   74.81 -66.17   0.10  70.59  12.32 -34.69 -115.518333  21.752510 18496.15  12   0.10   0.10  12  8.00 18526.21
AVAPS-D02 S10 144635127 170831 104359.75 9999.00  99.00 999.00  72.13  12.22 -34.59  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104400.00   75.00 -66.31   0.10  73.23  12.41 -34.57 -115.518397  21.752490 18480.51  12   0.10   0.10  12  8.00 18509.31
AVAPS-D02 S10 144635127 170831 104400.25 9999.00  99.00 999.00  72.76  12.60 -34.40  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104400.50   75.21 -66.49   0.10  72.73  12.42 -34.60 -115.518457  21.752468 18463.68  12   0.10   0.10  12  8.40 18492.01
AVAPS-D02 S10 144635127 170831 104400.75 9999.00  99.00 999.00  72.86  12.14 -34.44  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104401.00   75.42 -66.68   0.10  74.48  12.21 -34.37 -115.518517  21.752452 18445.95  12   0.10   0.10  12  8.00 18475.14
AVAPS-D02 S10 144635127 170831 104401.25 9999.00  99.00 999.00  75.22  12.47 -34.37  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104401.50   75.68 -66.84   0.10  74.99  12.42 -34.31 -115.518578  21.752433 18425.37  12   0.10   0.10  12  8.00 18458.24
AVAPS-D02 S10 144635127 170831 104401.75 9999.00  99.00 999.00  75.88  12.23 -34.16  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104402.00   75.86 -66.99   0.10  76.24  11.87 -34.18 -115.518638  21.752418 18409.92  12   0.10   0.10  12  8.00 18441.32
AVAPS-D02 S10 144635127 170831 104402.25 9999.00  99.00 999.00  78.43  11.81 -34.17  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104402.50   76.09 -67.15   0.10  78.98  12.13 -34.10 -115.518698  21.752405 18391.69  13   0.10   0.10  13  9.20 18424.39
AVAPS-D02 S10 144635127 170831 104402.75 9999.00  99.00 999.00  77.67  11.86 -34.08  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104403.00   76.30 -67.31   0.10  78.55  11.43 -34.17 -115.518755  21.752393 18374.78  12   0.10   0.10  12  8.00 18407.27
AVAPS-D02 S10 144635127 170831 104403.25 9999.00  99.00 999.00  79.46  11.52 -33.97  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104403.50   76.51 -67.47   0.10  82.59  11.55 -33.97 -115.518812  21.752383 18357.30  13   0.10   0.10  13  9.20 18390.60
AVAPS-D02 S10 144635127 170831 104403.75 9999.00  99.00 999.00  80.90  11.72 -34.00  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104404.00   76.71 -67.63   0.10  81.34  11.59 -33.90 -115.518870  21.752373 18341.32  13   0.10   0.10  13  8.00 18373.91
AVAPS-D02 S10 144635127 170831 104404.25 9999.00  99.00 999.00  82.23  11.29 -34.05  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104404.50   76.94 -67.77   0.10  83.06  11.12 -33.77 -115.518927  21.752363 18323.10  12   0.10   0.10  12  9.20 18357.20
AVAPS-D02 S10 144635127 170831 104404.75 9999.00  99.00 999.00  84.97  11.32 -33.93  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104405.00   77.15 -67.91   0.10  84.78  11.41 -33.85 -115.518983  21.752358 18306.74  13   0.10   0.10  13  8.00 18340.55
AVAPS-D02 S10 144635127 170831 104405.25 9999.00  99.00 999.00  84.58  11.39 -33.86  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104405.50   77.38 -68.04   0.10  86.00  11.04 -33.85 -115.519040  21.752352 18288.03  13   0.10   0.10  13  8.30 18323.63
AVAPS-D02 S10 144635127 170831 104405.75 9999.00  99.00 999.00  87.58  11.18 -33.78  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104406.00   77.61 -68.19   0.10  88.68  11.20 -33.77 -115.519098  21.752350 18269.52  12   0.10   0.10  12  9.20 18307.09
AVAPS-D02 S10 144635127 170831 104406.25 9999.00  99.00 999.00  89.09  11.23 -33.75  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104406.50   77.79 -68.37   0.10  89.17  11.36 -33.66 -115.519153  21.752347 18255.79  13   0.10   0.10  13  8.00 18290.37
AVAPS-D02 S10 144635127 170831 104406.75 9999.00  99.00 999.00  89.38  11.15 -33.69  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104407.00   78.02 -68.55   0.10  89.92  10.95 -33.66 -115.519208  21.752345 18237.73  11   0.10   0.10  11  8.10 18273.52
AVAPS-D02 S10 144635127 170831 104407.25 9999.00  99.00 999.00  90.91  10.91 -33.57  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104407.50   78.25 -68.75   0.10  92.53  10.93 -33.55 -115.519263  21.752345 18219.43  12   0.10   0.10  12  8.00 18256.97
AVAPS-D02 S10 144635127 170831 104407.75 9999.00  99.00 999.00  91.58  11.16 -33.46  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104408.00   78.45 -68.94   0.10  91.18  11.07 -33.44 -115.519320  21.752345 18204.00  13   0.10   0.10  13  8.00 18240.34
AVAPS-D02 S10 144635127 170831 104408.25 9999.00  99.00 999.00  91.14  10.87 -33.43  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104408.50   78.71 -69.12   0.10  91.53  10.74 -33.34 -115.519373  21.752345 18183.54  13   0.10   0.10  13  8.00 18223.89
AVAPS-D02 S10 144635127 170831 104408.75 9999.00  99.00 999.00  92.72  10.82 -33.37  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104409.00   78.92 -69.29   0.10  92.30  10.95 -33.39 -115.519428  21.752345 18167.54  13   0.10   0.10  13  8.00 18207.36
AVAPS-D02 S10 144635127 170831 104409.25 9999.00  99.00 999.00  91.21  10.97 -33.33  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104409.50   79.12 -69.47   0.10  91.02  10.78 -33.45 -115.519483  21.752343 18151.94  13   0.10   0.10  13  8.00 18190.82
AVAPS-D02 S10 144635127 170831 104409.75 9999.00  99.00 999.00  91.04  10.57 -33.52  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104410.00   79.35 -69.66   0.10  91.00  10.37 -33.40 -115.519537  21.752342 18134.23  13   0.10   0.10  13  8.00 18174.26
AVAPS-D02 S10 144635127 170831 104410.25 9999.00  99.00 999.00  92.38  10.44 -33.37  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104410.50   79.59 -69.83   0.10  91.53  10.24 -33.32 -115.519588  21.752343 18116.02  13   0.10   0.10  13  8.00 18157.86
AVAPS-D02 S10 144635127 170831 104410.75 9999.00  99.00 999.00  91.97  10.18 -33.36  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104411.00   79.76 -70.00   0.10  92.56  10.06 -33.40 -115.519640  21.752343 18102.89  13   0.10   0.10  13  8.00 18141.44
AVAPS-D02 S10 144635127 170831 104411.25 9999.00  99.00 999.00  92.26   9.93 -33.42  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104411.50   80.03 -70.15   0.10  92.87   9.77 -33.46 -115.519690  21.752345 18082.20  13   0.10   0.10  13  8.00 18124.82
AVAPS-D02 S10 144635127 170831 104411.75 9999.00  99.00 999.00  93.55   9.51 -33.38  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104412.00   80.26 -70.29   0.10  93.25   9.23 -33.36 -115.519737  21.752345 18065.36  13   0.10   0.10  13  8.00 18108.24
AVAPS-D02 S10 144635127 170831 104412.25 9999.00  99.00 999.00  92.05   9.06 -33.32  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104412.50   80.47 -70.44   0.10  91.58   9.14 -33.28 -115.519782  21.752345 18049.54  13   0.10   0.10  13  8.00 18091.72
AVAPS-D02 S10 144635127 170831 104412.75 9999.00  99.00 999.00  92.63   9.04 -33.21  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104413.00   80.67 -70.60   0.10  93.49   9.00 -33.21 -115.519827  21.752347 18034.22  13   0.10   0.10  13  8.10 18075.30
AVAPS-D02 S10 144635127 170831 104413.25 9999.00  99.00 999.00  94.11   8.99 -33.21  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104413.50   80.91 -70.75   0.10  94.80   8.98 -33.24 -115.519870  21.752348 18016.23  13   0.10   0.10  13  8.00 18058.75
AVAPS-D02 S10 144635127 170831 104413.75 9999.00  99.00 999.00  94.61   8.81 -33.14  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104414.00   81.17 -70.90   0.10  95.16   8.70 -33.07 -115.519913  21.752350 17996.97  13   0.10   0.10  13  8.00 18042.36
AVAPS-D02 S10 144635127 170831 104414.25 9999.00  99.00 999.00  94.67   8.68 -33.03  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104414.50   81.33 -71.06   0.10  95.05   8.82 -32.95 -115.519957  21.752353 17984.55  13   0.10   0.10  13  8.00 18026.01
AVAPS-D02 S10 144635127 170831 104414.75 9999.00  99.00 999.00  95.84   8.82 -32.91  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104415.00   81.59 -71.21   0.10  96.88   8.92 -32.90 -115.520000  21.752357 17965.42  13   0.10   0.10  13  8.00 18009.68
AVAPS-D02 S10 144635127 170831 104415.25 9999.00  99.00 999.00  98.56   9.01 -32.82  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104415.50   81.80 -71.35   0.10  99.78   9.08 -32.73 -115.520045  21.752362 17949.86  12   0.10   0.10  12  8.00 17993.34
AVAPS-D02 S10 144635127 170831 104415.75 9999.00  99.00 999.00 100.00   9.12 -32.73  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104416.00   82.03 -71.49   0.10 101.31   9.19 -32.77 -115.520090  21.752368 17933.01  12   0.10   0.10  12  8.00 17976.97
AVAPS-D02 S10 144635127 170831 104416.25 9999.00  99.00 999.00 101.94   9.32 -32.75  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104416.50   82.24 -71.64   0.10 102.33   9.51 -32.66 -115.520135  21.752375 17917.87  12   0.10   0.10  12  8.00 17960.65
AVAPS-D02 S10 144635127 170831 104416.75 9999.00  99.00 999.00 103.44   9.69 -32.68  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104417.00   82.46 -71.78   0.10 103.78   9.87 -32.69 -115.520182  21.752385 17901.48  12   0.10   0.10  12  8.00 17944.39
AVAPS-D02 S10 144635127 170831 104417.25 9999.00  99.00 999.00 104.42  10.06 -32.68  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104417.50   82.72 -71.94   0.10 104.59  10.51 -32.63 -115.520230  21.752395 17882.60  13   0.10   0.10  13  8.00 17928.29
AVAPS-D02 S10 144635127 170831 104417.75 9999.00  99.00 999.00 105.00  10.71 -32.52  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104418.00   82.91 -72.10   0.10 106.05  11.00 -32.58 -115.520282  21.752408 17868.98  13   0.10   0.10  13  8.00 17912.28
AVAPS-D02 S10 144635127 170831 104418.25 9999.00  99.00 999.00 107.06  11.41 -32.55  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104418.50   83.17 -72.26   0.10 108.02  11.72 -32.46 -115.520337  21.752423 17849.97  13   0.10   0.10  13  8.00 17896.13
AVAPS-D02 S10 144635127 170831 104418.75 9999.00  99.00 999.00 108.53  11.96 -32.35  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104419.00   83.36 -72.42   0.10 108.72  12.36 -32.49 -115.520393  21.752440 17836.16  13   0.10   0.10  13  8.00 17879.93
AVAPS-D02 S10 144635127 170831 104419.25 9999.00  99.00 999.00 109.07  12.38 -32.46  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104419.50   83.60 -72.57   0.10 109.42  12.46 -32.28 -115.520450  21.752458 17818.85  13   0.10   0.10  13  8.00 17863.90
AVAPS-D02 S10 144635127 170831 104419.75 9999.00  99.00 999.00 108.80  12.81 -32.12  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104420.00   83.83 -72.69   0.10 108.88  12.96 -32.17 -115.520510  21.752477 17802.76  13   0.10   0.10  13  8.00 17847.90
AVAPS-D02 S10 144635127 170831 104420.25 9999.00  99.00 999.00 109.09  13.22 -32.17  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104420.50   84.05 -72.83   0.10 109.08  13.50 -32.13 -115.520572  21.752495 17786.61  13   0.10   0.10  13  8.00 17832.00
AVAPS-D02 S10 144635127 170831 104420.75 9999.00  99.00 999.00 109.34  13.75 -32.12  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104421.00   84.30 -72.97   0.10 109.55  14.01 -32.09 -115.520635  21.752515 17769.42  12   0.10   0.10  12  8.60 17816.06
AVAPS-D02 S10 144635127 170831 104421.25 9999.00  99.00 999.00 109.73  14.14 -32.03  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104421.50   84.50 -73.09   0.10 109.31  14.20 -32.05 -115.520700  21.752537 17754.67  12   0.10   0.10  12  8.00 17800.09
AVAPS-D02 S10 144635127 170831 104421.75 9999.00  99.00 999.00 109.08  14.36 -32.11  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104422.00   84.75 -73.21   0.10 108.68  14.45 -32.07 -115.520767  21.752557 17737.13  12   0.10   0.10  12  8.00 17784.16
AVAPS-D02 S10 144635127 170831 104422.25 9999.00  99.00 999.00 107.99  14.61 -32.00  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104422.50   84.98 -73.31   0.10 107.53  14.94 -31.96 -115.520835  21.752577 17721.25  12   0.10   0.10  12  8.00 17768.22
AVAPS-D02 S10 144635127 170831 104422.75 9999.00  99.00 999.00 107.19  15.05 -31.90  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104423.00   85.21 -73.43   0.10 106.97  15.30 -31.92 -115.520905  21.752597 17705.24  12   0.10   0.10  12  8.00 17752.39
AVAPS-D02 S10 144635127 170831 104423.25 9999.00  99.00 999.00 106.70  15.62 -31.89  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104423.50   85.45 -73.55   0.10 106.49  15.83 -31.83 -115.520978  21.752617 17688.51  12   0.10   0.10  12  8.00 17736.53
AVAPS-D02 S10 144635127 170831 104423.75 9999.00  99.00 999.00 106.41  15.98 -31.81  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104424.00   85.66 -73.65   0.10 106.15  16.09 -31.68 -115.521053  21.752637 17673.74  13   0.10   0.10  13  8.00 17720.65
AVAPS-D02 S10 144635127 170831 104424.25 9999.00  99.00 999.00 105.86  16.12 -31.60  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104424.50   85.89 -73.75   0.10 105.27  16.05 -31.57 -115.521128  21.752655 17657.78  13   0.10   0.10  13  8.00 17704.85
AVAPS-D02 S10 144635127 170831 104424.75 9999.00  99.00 999.00 105.45  16.06 -31.50  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104425.00   86.10 -73.84   0.10 105.43  16.24 -31.32 -115.521203  21.752675 17643.35  13   0.10   0.10  13  8.00 17689.20
AVAPS-D02 S10 144635127 170831 104425.25 9999.00  99.00 999.00 105.06  16.37 -31.31  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104425.50   86.29 -73.92   0.10 103.96  16.34 -31.35 -115.521282  21.752693 17629.68  12   0.10   0.10  12  8.30 17673.49
AVAPS-D02 S10 144635127 170831 104425.75 9999.00  99.00 999.00 103.72  16.28 -31.44  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104426.00   86.57 -73.99   0.10 103.59  16.12 -31.39 -115.521358  21.752710 17610.96  13   0.10   0.10  13  8.00 17657.79
AVAPS-D02 S10 144635127 170831 104426.25 9999.00  99.00 999.00 103.65  16.09 -31.32  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104426.50   86.80 -74.05   0.10 103.71  16.16 -31.56 -115.521433  21.752727 17594.93  13   0.10   0.10  13  8.00 17642.16
AVAPS-D02 S10 144635127 170831 104426.75 9999.00  99.00 999.00 103.44  16.22 -31.49  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104427.00   87.01 -74.11   0.10 102.12  16.31 -31.38 -115.521510  21.752742 17580.54  13   0.10   0.10  13  8.00 17626.53
AVAPS-D02 S10 144635127 170831 104427.25 9999.00  99.00 999.00 101.65  16.07 -31.38  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104427.50   87.25 -74.17   0.10 100.62  16.09 -31.20 -115.521587  21.752757 17563.87  12   0.10   0.10  12  8.30 17610.90
AVAPS-D02 S10 144635127 170831 104427.75 9999.00  99.00 999.00 100.36  15.91 -31.20  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104428.00   87.49 -74.24   0.10 100.16  15.82 -31.14 -115.521663  21.752768 17547.55  13   0.10   0.10  13  8.00 17595.40
AVAPS-D02 S10 144635127 170831 104428.25 9999.00  99.00 999.00  99.33  16.14 -31.12  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104428.50   87.76 -74.31   0.10  97.93  16.05 -31.00 -115.521740  21.752778 17529.67  13   0.10   0.10  13  8.00 17579.89
AVAPS-D02 S10 144635127 170831 104428.75 9999.00  99.00 999.00  96.93  15.78 -30.91  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104429.00   87.95 -74.37   0.10  96.65  15.56 -30.89 -115.521817  21.752787 17516.40  13   0.10   0.10  13  8.00 17564.51
AVAPS-D02 S10 144635127 170831 104429.25 9999.00  99.00 999.00  96.58  15.65 -30.85  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104429.50   88.19 -74.44   0.10  95.63  15.74 -30.93 -115.521893  21.752793 17500.51  13   0.10   0.10  13  8.00 17549.03
AVAPS-D02 S10 144635127 170831 104429.75 9999.00  99.00 999.00  95.02  15.61 -30.87  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104430.00   88.41 -74.49   0.10  94.69  15.57 -30.99 -115.521968  21.752800 17485.50  13   0.10   0.10  13  8.00 17533.48
AVAPS-D02 S10 144635127 170831 104430.25 9999.00  99.00 999.00  94.23  15.37 -30.95  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104430.50   88.61 -74.54   0.10  94.21  15.19 -30.90 -115.522042  21.752805 17472.50  13   0.10   0.10  13  8.00 17518.05
AVAPS-D02 S10 144635127 170831 104430.75 9999.00  99.00 999.00  94.32  15.16 -30.88  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104431.00   88.88 -74.60   0.10  94.73  15.38 -30.89 -115.522115  21.752810 17454.53  13   0.10   0.10  13  8.00 17502.63
AVAPS-D02 S10 144635127 170831 104431.25 9999.00  99.00 999.00  93.96  15.21 -30.74  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104431.50   89.08 -74.64   0.10  93.73  15.09 -30.75 -115.522190  21.752815 17440.86  13   0.10   0.10  13  8.30 17487.19
AVAPS-D02 S10 144635127 170831 104431.75 9999.00  99.00 999.00  93.61  15.10 -30.74  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104432.00   89.33 -74.66   0.10  93.85  14.69 -30.77 -115.522262  21.752818 17424.35  11   0.10   0.10  11  8.10 17471.83
AVAPS-D02 S10 144635127 170831 104432.25 9999.00  99.00 999.00  94.17  14.70 -30.82  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104432.50   89.54 -74.70   0.10  94.48  14.85 -30.79 -115.522333  21.752823 17410.09  12   0.10   0.10  12  8.00 17456.42
AVAPS-D02 S10 144635127 170831 104432.75 9999.00  99.00 999.00  93.80  14.71 -30.74  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104433.00   89.82 -74.72   0.10  94.54  14.24 -31.08 -115.522403  21.752828 17391.62  12   0.10   0.10  12  8.00 17440.92
AVAPS-D02 S10 144635127 170831 104433.25 9999.00  99.00 999.00  93.45  14.28 -30.62  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104433.50   90.07 -74.72   0.10  94.04  14.13 -30.65 -115.522472  21.752832 17375.49  12   0.10   0.10  12  8.00 17425.69
AVAPS-D02 S10 144635127 170831 104433.75 9999.00  99.00 999.00  94.76  14.09 -30.77  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104434.00   90.29 -74.73   0.10  94.45  13.96 -30.76 -115.522540  21.752837 17361.29  12   0.10   0.10  12  8.00 17410.34
AVAPS-D02 S10 144635127 170831 104434.25 9999.00  99.00 999.00  95.25  13.93 -30.72  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104434.50   90.50 -74.73   0.10  95.37  13.66 -30.74 -115.522607  21.752843 17347.13  12   0.10   0.10  12  8.30 17395.00
AVAPS-D02 S10 144635127 170831 104434.75 9999.00  99.00 999.00  95.58  13.48 -30.70  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104435.00   90.72 -74.73   0.10  96.70  13.24 -30.75 -115.522672  21.752848 17333.03  12   0.10   0.10  12  8.00 17379.62
AVAPS-D02 S10 144635127 170831 104435.25 9999.00  99.00 999.00  97.68  13.06 -30.74  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
